"id","otel_ad","fiyat","imageURL","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
279,Golden Orange Hotel,"18.663,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08442/1050X700/tsr08442637340603344100300.jpg,"9,6","17000-19000",Antalya - Konyaaltı ,"16 km, Antalya HA ","300 - 400 Metre Arası",Halk Plajı,Yok,"0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
276,Begonville Beach Hotel,"10.472,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05878/1050X700/tsr05878637347374323232670.jpg,"8,5","9000-11000",Marmaris - Siteler ,"90 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Yok,"1","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0"
281,Hay Hotel Alsancak,"15.072,48 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08578/1050X700/tsr08578637309425308172817.jpg,"9,1","15000-17000",İzmir - Alsancak ,"38 km, Adnan Menderes HA ",No Info,Yok,Yok,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
278,Elista Boutique Hotel Spa,"23.433,35 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07867/1050X700/tsr07867638258135726680247.jpg,"9","23000-25000",Bodrum - Türkbükü ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","0","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0"
284,Hotel Centro Bodrum,"10.003,66 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03928/1050X700/tsr03928638476620842766157.jpg,"8","9000-11000",Bodrum - Bodrum Merkez ,"36 km, Milas HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
283,Hotel Baylan Basmane,"7.000,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/03799/tsr03799635491600863740000.jpg,"9","5000-7000",İzmir - Basmane ,"20 km, Adnan Menderes HA ",Uygun Değil,Yok,Yok,"0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
494,Nilus Butik Otel,"15.661,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13514/1050X700/tsr13514638494980152637457.jpg,"","15000-17000",İzmir - Urla ,"47 km, Adnan Menderes ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
285,İbis İzmir Alsancak,"15.830,64 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04089/1050X700/tsr04089637351599123712781.jpg,"9,2","15000-17000",İzmir - Alsancak ,"31 km, Adnan Menderes HA ",No Info,Yok,Yok,"1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
203,Tui Magic Life Bodrum +16 Adult Only,"20.720,93 TL",,"","19000-21000","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
89,Telatiye Resort Hotel,"13.180,44 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06218/1050X700/tsr06218638245986006406879.jpg,"7,5","13000-15000",Antalya - Alanya-Konaklı ,"110 km, Antalya HA ","50 - 100 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","2","1","0","3","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1"
159,Aydınbey King`s Palace Hotel,"37.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02090/1050X700/tsr02090637733646174605255.jpg,"9,6",+33000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","3","1","1","6","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
386,Filizce Alaçatı,"14.343,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13909/1050X700/tsr13909638491263084189350.jpg,"","13000-15000",Çeşme - Alaçatı ,"60 km, Adnan Menderes ",No Info,Halk Plajı,Yok,"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
385,Falcon 1511,"29.595,35 TL",https://cdn.tatilsepeti.com/Files/TesisResim/10453/tsr10453637073383993174830.jpg,"","29000-31000",Antalya - Lara-Lara Yolu ,"17 km, Antalya ","100 - 200 Metre Arası",Yok,Yok,"0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
287,Leslion Luxury Hotel,"9.365,34 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11368/1050X700/tsr11368637419134864427997.jpg,"","9000-11000",Antalya - Antalya Merkez-Muratpaşa ,"12 km, Antalya ","750 Metre ve Üzeri",Yok,Yok,"1","1","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0"
286,Kristal Beach Hotel,"7.676,78 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02411/1050X700/tsr02411637572709492259217.jpg,"7,2","7000-9000",Antalya - Konyaaltı ,"15 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,"0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0"
202,The Marmara Bodrum,"29.748,09 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01053/1050X700/tsr01053637182456657444957.jpg,"9","29000-31000",Bodrum - Bodrum Merkez ,"35 km, Milas HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"1","0","1","1","2","0","1","1","0","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0"
288,Mene City Hotel,"21.631,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04485/1050X700/tsr04485637353472441771178.jpg,"","21000-23000",Antalya - Muratpaşa ,"9 km, Antalya ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
388,La Mira Suites,"7.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09935/1050X700/tsr09935638470701082453196.jpg,"","7000-9000",Çeşme - Alaçatı ,"90 km, Adnan Menderes ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
204,Club Porto Amore Adult Only,"21.790,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11847/1050X700/tsr11847637677416429558879.jpg,"","21000-23000",Antalya - Alanya ,"162 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"2","1","1","1","1","1","0","1","0","0","0","1","0","1","1","0","1","0","1","0","1","1","1","1","0","0","0","0","0"
384,En Vie Beach Boutique Hotel,"5.969,60 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07146/1050X700/tsr07146637347520072733441.jpg,"9","5000-7000",Antalya - Alanya ,"38 km, Gazipaşa(Alanya) HA ",Denize Sıfır,Özel Plaj,Yok,"1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
387,Kekik Alaçatı Otel Mayko,"5.097,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10481/1050X700/tsr10481637843271527822483.jpg,"","5000-7000",Çeşme - Alaçatı ,"90 km, Adnan Menderes ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0"
90,Throne Beach Resort Spa,"12.702,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08298/1050X700/tsr08298637441457490681109.jpg,"7","11000-13000",Antalya - Side-Örenşehir ,"80 km, Antalya HA ","100 - 200 Metre Arası",Özel Plaj,Yok,"2","1","1","1","1","1","0","3","1","0","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","1"
205,Del Mare Reserve Hotel Spa,"47.101,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13474/1050X700/tsr13474638331524198235536.jpg,"",+33000,Bodrum - Gündoğan ,"53 km, Milas ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"2","1","1","2","1","1","0","2","0","0","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","0"
160,Blue Marlin Deluxe Spa Resort,"33.279,99 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10769/1050X700/tsr10769637587623869073580.jpg,"8,4",+33000,Antalya - Alanya-Konaklı ,"55 km, Gazipaşa HA ","100 - 200 Metre Arası",Özel Plaj,Var,"0","1","1","1","2","1","1","4","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1"
389,La Siete Hotel,"14.130,45 TL",https://cdn.tatilsepeti.com/Files/TesisResim/09988/tsr09988636964597575048843.jpg,"","13000-15000",Antalya - Lara ,"14 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,"1","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
289,Mr Crane Hotel,"12.811,63 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06524/1050X700/tsr06524637336955117244373.jpg,"7,2","11000-13000",Antalya - Kemer-Merkez ,"55 km, Antalya HA ","500 - 600 Metre Arası",Özel Plaj,Yok,"0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","0"
391,Laren Family Hotel Spa,"15.295,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08218/1050X700/tsr08218638486285582952324.jpg,"","15000-17000",Antalya - Lara ,"6 km, Antalya HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1"
390,Lara Park Hotel,"8.988,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08796/1050X700/tsr08796637337123276284817.jpg,"8,2","7000-9000",Antalya - Lara-Örnekköy ,"10 km, Antalya ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
291,Pasaport Pier Hotel,"14.962,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05405/1050X700/tsr05405637351850509407457.jpg,"7,9","13000-15000",İzmir - Konak ,"10 km, Adnan Menderes HA ",Denize Sıfır (Aradan Yol Geçiyor),Yok,Yok,"1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
91,Villa Side Residence,"16.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03687/1050X700/tsr03687637333640571421217.jpg,"9,1","15000-17000",Antalya - Side-Manavgat ,"60 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0"
290,Muz Hotel,"11.628,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/07382/tsr07382636349391536862740.jpg,"7","11000-13000",Antalya - Alanya ,"40 km, Gazipaşa(Alanya) HA ",Denize Sıfır,Yok,Yok,"0","0","1","1","1","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1"
392,Lemon Garden,"19.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03136/1050X700/tsr03136637538340848750698.jpg,"9","19000-21000",Bodrum - Türkbükü ,"45 km, Milas HA ","100 - 200 Metre Arası",Halk Plajı,Yok,"0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
393,Life Point Boutique Hotel,"12.750,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10556/tsr10556637140120703954904.jpg,"","11000-13000",Çeşme - Çiftlikköy ,"No Info km, No Info",Denize Sıfır,Özel Plaj,Var,"1","0","1","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
92,Alaiye Kleopatra Hotel,"11.928,26 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00919/1050X700/tsr00919637334307196653366.jpg,"8,2","11000-13000",Antalya - Alanya-Kleopatra ,"45 km, Gazipaşa HA ","100 - 200 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","1","1","3","0","0","1","0","0","1","1","0","1","1","1","1","0","0","1","0","1","1","0","1","0"
161,Cape Bodrum Luxury Hotel Beach,"33.278,70 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05543/1050X700/tsr05543638478377831633929.jpg,"8,9",+33000,Bodrum - Gündoğan ,"45 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"2","1","1","2","1","1","1","3","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","0","1","0"
394,Lvzz Hotel Residencess Spa,"16.000,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/03088/tsr03088636221667870843822.jpg,"9","15000-17000",Bodrum - Bodrum Merkez ,"36 km, Milas HA ","750 Metre ve Üzeri",Yok,Yok,"1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
207,Elementa Boutique Hotel,"18.960,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11528/1050X700/tsr11528637783664267126225.jpg,"9,2","17000-19000",Bodrum - Yalıkavak ,"56 km, Milas HA ","200 - 300 Metre Arası",Halk Plajı,Yok,"1","0","1","1","1","0","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
206,Diamond Hill Resort,"12.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13841/1050X700/tsr13841638460097921851820.jpg,"","11000-13000",Antalya - Alanya-Tosmur ,"125 km, Antalya HA ","50 - 100 Metre Arası",Özel Plaj,Yok,"1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","0","1"
293,Ayhan Hotel Antalya,"13.565,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04642/1050X700/tsr04642638294583837787681.jpg,"","13000-15000",Antalya - Antalya Merkez-Muratpaşa ,"10 km, Antalya HA ","750 Metre ve Üzeri",Yok,Yok,"0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
162,City Point Beach Spa Hotel,"20.800,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12942/1050X700/tsr12942638391137029943624.jpg,"8,5","19000-21000",Didim - Didim Merkez ,"90 km, Milas HA ","100 - 200 Metre Arası",Halk Plajı,Yok,"3","0","0","0","1","1","1","4","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0"
292,Almena City Hotel,"3.942,57 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12464/1050X700/tsr12464638254559236569589.jpg,"5",+33000,Marmaris - Siteler ,"94 km, Dalaman ","100 - 200 Metre Arası",Halk Plajı,Yok,"1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0"
395,Maison Green Hill,"13.125,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11711/1050X700/tsr11711638168175249650084.jpg,"","13000-15000",Antalya - Manavgat ,"74 km, Antalya ",No Info,Halk Plajı,Yok,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
294,Belcan Hotel,"2.878,40 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13637/1050X700/tsr13637638381827320146348.jpg,"",+33000,Antalya - Kemer ,"45 km, Antalya ","100 - 200 Metre Arası",Özel Plaj,Yok,"0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0"
208,İzmir Marriott,"17.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12012/1050X700/tsr12012637744169185998522.jpg,"","17000-19000",İzmir - Konak ,"17 km, Adnan Menderes ",Denize Sıfır,Yok,Yok,"2","1","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0"
93,Amon Hotels Belek,"16.632,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11398/1050X700/tsr11398637606609694487516.jpg,"6","15000-17000",Antalya - Belek ,"25 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"1","1","1","1","1","1","1","3","1","0","0","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","0","0"
163,Club Boran Mare Beach,"38.250,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01750/1050X700/tsr01750638193330740474485.jpg,"9,3",+33000,Antalya - Kemer-Göynük ,"45 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","0","1","1","1","0","0","3","1","0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1"
295,Blue Bay Beach Hotel,"9.375,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10939/1050X700/tsr10939637290385735828086.jpg,"7,6","9000-11000",Bodrum - Bitez ,"45 km, Milas HA ",Denize Sıfır,Özel Plaj,Yok,"1","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","0","1","0"
299,Casa Mimosa,"2.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11863/1050X700/tsr11863637685119944212869.jpg,"",+33000,İzmir - Karaburun ,"90 km, Adnan Menderes HA ",Denize Sıfır,Özel Plaj,Yok,"0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
209,Klas More Beach Hotel,"28.535,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07856/1050X700/tsr07856637744011323513287.jpg,"7,4","27000-29000",Antalya - Alanya ,"25 km, Gazipaşa HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,"1","1","1","1","2","0","0","3","1","0","0","1","0","1","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1"
298,Candan City Beach Otel,"6.600,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/05964/tsr05964637036345635628414.jpg,"","5000-7000",Marmaris - Merkez ,"90 km, Dalaman ","100 - 200 Metre Arası",Halk Plajı,Yok,"1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
297,Can Adalya Palace Hotel,"13.536,29 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13374/1050X700/tsr13374638274499136218879.jpg,"","13000-15000",Antalya - Muratpaşa ,"10 km, Antalya ","750 Metre ve Üzeri",Yok,Yok,"1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
296,Blue Marina Hotel Spa,"7.428,59 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13247/1050X700/tsr13247638229413192491154.jpg,"","7000-9000",Antalya - Muratpaşa ,"10 km, Antalya ",Uygun Değil,Yok,Yok,"1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
396,Martı Hemithea Hotel,"33.736,01 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04094/1050X700/tsr04094637338850352800040.jpg,"9,9",+33000,Marmaris - Hisarönü ,"115 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","0","1","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0"
300,Club Marakesh Beach Kemer,"6.140,64 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13871/1050X700/tsr13871638470455743936398.jpg,"","5000-7000",Antalya - Kemer-Beldibi ,"47 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
302,Çandarlı Resort Otel,"10.093,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13760/1050X700/tsr13760638469249947820171.jpg,"","9000-11000",İzmir - Dikili ,"126 km, Adnan Menderes ","100 - 200 Metre Arası",Yok,Yok,"0","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
301,Club Sema Suite Hotel,"7.140,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13847/1050X700/tsr13847638460942361048059.jpg,"","7000-9000",Marmaris - Merkez ,"90 km, Dalaman ","300 - 400 Metre Arası",Yok,Yok,"1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
398,Mb City Hotel,"10.436,26 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07708/1050X700/tsr07708638411942503921913.jpg,"8","9000-11000",İzmir - Alsancak ,"No Info km, No Info",No Info,Yok,Yok,"4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
397,May Park Hotel,"8.235,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02275/1050X700/tsr02275638464493528023458.jpg,"7","7000-9000",İzmir - Konak ,"18 km, Adnan Menderes HA ",No Info,Yok,Yok,"1","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
94,Asrın Beach Hotel,"13.845,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02383/1050X700/tsr02383637345600843563057.jpg,"6,8","13000-15000",Antalya - Alanya-İncekum ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","1","1","0","4","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","1","1","1","0","1","0"
164,Club Grand Aqua,"18.960,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03476/1050X700/tsr03476638493122169333388.jpg,"7,7","17000-19000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"2","1","1","1","1","1","0","5","1","0","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0"
210,Radisson Collection Bodrum,"11.106,55 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11568/1050X700/tsr11568638196819008055316.jpg,"9","11000-13000",Bodrum - Akyarlar ,"58 km, Milas HA ","50 - 100 Metre Arası",Özel Plaj,Var,"1","1","2","1","1","1","1","2","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","0","0"
305,Gürtaş Hotel,"7.980,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12821/1050X700/tsr12821638334007011396149.jpg,"","7000-9000",Antalya - Muratpaşa ,"12 km, Antalya ",Uygun Değil,Yok,Yok,"0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
399,Mediterra Art Hotel,"14.488,42 TL",https://cdn.tatilsepeti.com/Files/TesisResim/01792/tsr01792635488211105970000.jpg,"8","13000-15000",Antalya - Kaleiçi ,"16 km, Antalya HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","0","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
95,Best Western Plus Konak,"15.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01018/1050X700/tsr01018637341473996040391.jpg,"7,9","13000-15000",İzmir - Konak ,"20 km, Adnan Menderes HA ","100 - 200 Metre Arası",Yok,Yok,"1","1","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
307,Hotel Finike Marine,"6.281,16 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07599/1050X700/tsr07599638403772410821320.jpg,"","5000-7000",Antalya - Finike ,"120 km, Antalya ","300 - 400 Metre Arası",Yok,Yok,"1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
304,Grand Zeybek İzmir,"7.420,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03268/1050X700/tsr03268638070414663010824.jpg,"6,9","7000-9000",İzmir - Çankaya ,"15 km, Adnan Menderes HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
495,Nk Hotel İzmir,"9.800,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10691/1050X700/tsr10691637746460953935454.jpg,"7,7","9000-11000",İzmir - Konak ,"17 km, Adnan Menderes ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
306,Hotel 86 By Katipoğlu,"11.970,67 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08414/1050X700/tsr08414637338746263915260.jpg,"9,6","11000-13000",İzmir - Konak ,"16 km, Adnan Menderes HA ",No Info,Yok,Yok,"1","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
303,De Mare Family Hotel,"11.225,86 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12979/1050X700/tsr12979638222763364313321.jpg,"8,5","11000-13000",Antalya - Alanya-Konaklı ,"112 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"0","1","1","0","1","0","0","3","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
96,Club Hotel Rama,"11.934,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03678/1050X700/tsr03678638135297292412534.jpg,"7,9","11000-13000",Antalya - Kemer-Beldibi ,"45 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"0","1","1","1","2","0","0","2","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1","1","1","1"
165,Club Grand Side Amazon Water World,"21.100,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00294/1050X700/tsr00294637346569891809900.jpg,"8","21000-23000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"3","1","1","1","2","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
