otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Pırıl Hotel Thermal Beauty Spa,11115.0,14085.1,-2970.1,Significantly Overpriced (Underpriced),+ 26.72,4,0,2.0,2,1,1,,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.0
Serenis Hotel,18901.1,11771.5,7129.6,Significantly Overpriced,- 37.72,2,1,2.0,5,1,1,,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,500.0
D Maris Bay,85648.6,17492.7,68155.9,Significantly Overpriced,- 79.58,10,5,2.0,2,1,1,,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
"Reges, A Luxury Collection Resort Spa",55250.0,11550.1,43699.9,Significantly Overpriced,- 79.09,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vonresort Golden Coast,30400.0,17378.7,13021.3,Significantly Overpriced,- 42.83,7,7,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0
Sayanora Hotel,11520.0,12162.8,-642.8,Slight Overpriced (Underpriced),+ 5.58,1,0,2.0,1,0,0,,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,50.0
Pineta Club Hotel,14070.0,11598.9,2471.1,Overpriced,- 17.56,1,0,-1.0,3,0,1,,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,200.0
Barışcan Hotel,6256.8,11872.1,-5615.3,Significantly Overpriced (Underpriced),+ 89.75,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,100.0
Blanca Hotel,14571.4,12238.2,2333.2,Overpriced,- 16.01,1,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Alasonya Otel Alaçatı By Lamira,6800.0,12104.5,-5304.5,Significantly Overpriced (Underpriced),+ 78.01,1,0,2.0,0,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Bilem Hotel Beach Spa,11887.8,13771.2,-1883.4,Overpriced (Underpriced),+ 15.84,4,0,2.0,1,1,1,,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Serenity Queen Hotel,20160.0,15549.6,4610.4,Significantly Overpriced,- 22.87,7,2,2.0,2,1,1,,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0.0
Türkmen Boutique Bungalow Apart,5120.0,11010.1,-5890.1,Significantly Overpriced (Underpriced),+ 115.04,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Maxwell Holiday Marmaris,5335.2,11090.6,-5755.4,Significantly Overpriced (Underpriced),+ 107.88,1,1,-1.0,1,0,0,,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,300.0
Cihantürk Hotel,10413.0,11811.9,-1398.9,Overpriced (Underpriced),+ 13.43,1,0,-1.0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0
Vista Villas,9732.8,11799.7,-2066.9,Significantly Overpriced (Underpriced),+ 21.24,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.0
Vita Bella Hotel Resort Spa,13799.9,13222.6,577.3,Fair,- 4.18,2,1,2.0,1,1,0,,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0.0
Ekici Hotel,8541.0,12237.5,-3696.5,Significantly Overpriced (Underpriced),+ 43.28,2,0,2.0,1,0,0,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,100.0
Blue Fish Hotel,15300.0,13426.6,1873.4,Overpriced,- 12.24,4,0,2.0,1,0,1,,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,50.0
Cettia Beach Resort +16,12960.0,11550.1,1409.9,Overpriced,- 10.88,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antalya Madi Hotel,4340.0,8232.1,-3892.1,Significantly Overpriced (Underpriced),+ 89.68,1,0,-1.0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,750.0
Seaden Corolla Hotel Side,9720.0,14284.5,-4564.5,Significantly Overpriced (Underpriced),+ 46.96,6,2,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,300.0
Seven Seas Hotel Life,33267.6,15092.1,18175.5,Significantly Overpriced,- 54.63,5,1,2.0,3,0,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0
Asfiya Loft Apartments,10010.8,10563.4,-552.6,Slight Overpriced (Underpriced),+ 5.52,0,0,2.0,1,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0
Arya Apart,6256.8,8985.1,-2728.3,Significantly Overpriced (Underpriced),+ 43.61,0,0,2.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600.0
İrem Garden Hotel,6264.0,10678.7,-4414.7,Significantly Overpriced (Underpriced),+ 70.48,2,1,2.0,1,0,0,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,600.0
Alanya Sunset Hotels,8178.8,9975.5,-1796.7,Significantly Overpriced (Underpriced),+ 21.97,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,400.0
Bahçe Apart,9411.7,8301.3,1110.4,Overpriced,- 11.8,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Golden Orange Hotel,13768.8,9972.9,3795.9,Significantly Overpriced,- 27.57,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,300.0
Seher Kumköy Star Resort Spa,19125.0,14759.3,4365.7,Significantly Overpriced,- 22.83,5,2,2.0,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0.0
Elista Boutique Hotel Spa,8967.2,12788.9,-3821.7,Significantly Overpriced (Underpriced),+ 42.62,1,1,2.0,1,0,0,,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Bella Rose Apart Hotel,5453.5,9857.5,-4404.0,Significantly Overpriced (Underpriced),+ 80.76,1,0,-1.0,1,0,0,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,400.0
Side Star Elegance,7200.0,16843.3,-9643.3,Significantly Overpriced (Underpriced),+ 133.93,8,5,2.0,3,0,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Eldar Resort Hotel,12417.6,11772.8,644.8,Slight Overpriced,- 5.19,1,0,2.0,1,1,1,,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,300.0
Charm Beach Hotel,18992.4,14081.0,4911.4,Significantly Overpriced,- 25.86,3,2,2.0,1,0,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0.0
Moda Beach Boutique Hotel,7616.0,11934.3,-4318.3,Significantly Overpriced (Underpriced),+ 56.7,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50.0
Theluna Suite Hotel,11669.8,11953.2,-283.4,Fair (Underpriced),+ 2.43,1,0,-1.0,1,0,0,,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.0
Volley Hotel İzmir,9000.0,10626.1,-1626.1,Overpriced (Underpriced),+ 18.07,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,300.0
Çeşme Kanuni Kervansaray Hotel,6800.0,11355.0,-4555.0,Significantly Overpriced (Underpriced),+ 66.99,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,50.0
Sisus Marina Hotel,10226.4,9543.7,682.7,Slight Overpriced,- 6.68,2,1,-1.0,1,1,1,,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,750.0
Blue Eden Hotel,6000.0,11098.3,-5098.3,Significantly Overpriced (Underpriced),+ 84.97,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Blue Waters Club,29250.0,14897.8,14352.2,Significantly Overpriced,- 49.07,5,0,2.0,3,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.0
Delfi Hotel Spa Wellness,10000.0,12213.9,-2213.9,Significantly Overpriced (Underpriced),+ 22.14,1,0,2.0,1,0,1,,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,100.0
Sky Business Hotel,29250.0,12418.4,16831.6,Significantly Overpriced,- 57.54,0,1,2.0,1,0,0,,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0,1,1,1,0,1,0,0.0
Crystal Land Of Paradise,18720.0,12519.2,6200.8,Significantly Overpriced,- 33.12,1,0,2.0,1,0,0,,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.0
Grand Bahama Beach Hotel,9840.0,10819.4,-979.4,Slight Overpriced (Underpriced),+ 9.95,0,0,2.0,0,0,1,,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,300.0
Taç Premier Hotel Spa,11545.5,12935.7,-1390.2,Overpriced (Underpriced),+ 12.04,1,0,2.0,1,1,1,,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0
Club Dedeman Bodrum,5610.0,9328.4,-3718.4,Significantly Overpriced (Underpriced),+ 66.28,1,0,2.0,1,0,1,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,750.0
Club Hotel Sera,26600.0,14027.5,12572.5,Significantly Overpriced,- 47.27,3,1,2.0,1,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Erya Homes,4500.0,11010.1,-6510.1,Significantly Overpriced (Underpriced),+ 144.67,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Monottoman Otel,13120.0,8904.5,4215.5,Significantly Overpriced,- 32.13,1,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Enoya Suites Ilıca,6000.0,10890.7,-4890.7,Significantly Overpriced (Underpriced),+ 81.51,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,50.0
Çiçek Apart Otel,5980.0,10884.7,-4904.7,Significantly Overpriced (Underpriced),+ 82.02,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Göncü Apart Otel,7200.0,11203.2,-4003.2,Significantly Overpriced (Underpriced),+ 55.6,0,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100.0
Finike Apart,9744.0,11882.7,-2138.7,Significantly Overpriced (Underpriced),+ 21.95,0,0,2.0,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
Gündüzler Deluxe Hotel,5601.6,11132.5,-5530.9,Significantly Overpriced (Underpriced),+ 98.74,0,0,-1.0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Hanbaba Otel,6000.0,9399.3,-3399.3,Significantly Overpriced (Underpriced),+ 56.66,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600.0
Hayal Fener,6952.0,9387.6,-2435.6,Significantly Overpriced (Underpriced),+ 35.03,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500.0
Greenport Hotel,5600.0,12693.2,-7093.2,Significantly Overpriced (Underpriced),+ 126.66,2,0,2.0,1,0,0,,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0.0
Trendy Side Beach,11000.0,13815.2,-2815.2,Significantly Overpriced (Underpriced),+ 25.59,2,2,2.0,1,1,1,,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Dosi Hotel,12600.0,10698.3,1901.7,Overpriced,- 15.09,2,0,2.0,2,0,1,,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,600.0
Liman Pansiyon,14000.0,11550.1,2449.9,Overpriced,- 17.5,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hotel Turan Prince,23904.0,17525.5,6378.5,Significantly Overpriced,- 26.68,11,3,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0
Lara Marine Homes,15989.6,11595.0,4394.6,Significantly Overpriced,- 27.48,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Sueno Hotels Deluxe Belek,27000.0,16574.1,10425.9,Significantly Overpriced,- 38.61,6,6,2.0,1,2,1,,2,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,0.0
Çamyuva Beach Hotel,12000.0,13410.1,-1410.1,Overpriced (Underpriced),+ 11.75,3,0,2.0,2,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,100.0
Kemer Residence,15294.4,11291.2,4003.2,Significantly Overpriced,- 26.17,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,100.0
İbis İzmir Alsancak,12737.8,12326.3,411.5,Fair,- 3.23,1,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Hotel Golden Sun,16008.0,11896.3,4111.7,Significantly Overpriced,- 25.69,5,0,2.0,2,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,400.0
House Of Marmaris,8453.6,9465.5,-1011.9,Overpriced (Underpriced),+ 11.97,0,0,-1.0,0,0,1,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,400.0
Kocaman Hotel,4572.0,8473.5,-3901.5,Significantly Overpriced (Underpriced),+ 85.33,0,0,2.0,0,0,0,,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,750.0
Tu Casa Gelidonya Hotel,11588.8,13028.4,-1439.6,Overpriced (Underpriced),+ 12.42,4,0,2.0,2,1,0,,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,200.0
Dionisus Hotel Belek Spa,6000.0,9288.0,-3288.0,Significantly Overpriced (Underpriced),+ 54.8,1,0,2.0,2,0,0,,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,750.0
Kristal Beach Hotel,6960.0,11400.9,-4440.9,Significantly Overpriced (Underpriced),+ 63.81,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Maison 48 Apart,6234.0,10291.8,-4057.8,Significantly Overpriced (Underpriced),+ 65.09,1,0,-1.0,1,0,0,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300.0
İncekum Beach Resort,34228.0,14546.5,19681.5,Significantly Overpriced,- 57.5,3,2,2.0,2,1,1,,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0.0
Güvenpark Residence Hotel,11200.0,8769.7,2430.3,Significantly Overpriced,- 21.7,0,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Trendy Aspendos Beach,28050.0,15550.2,12499.8,Significantly Overpriced,- 44.56,5,4,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Sunis Kumköy Beach Resort,50400.0,15202.3,35197.7,Significantly Overpriced,- 69.84,0,6,2.0,6,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0
Mavi Köşk Apart Sığacık,22000.0,11010.1,10989.9,Significantly Overpriced,- 49.95,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lavin Garden Hotel,6000.0,9949.4,-3949.4,Significantly Overpriced (Underpriced),+ 65.82,1,0,-1.0,1,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,400.0
Nirvana Apart Hotel,14599.2,7879.5,6719.7,Significantly Overpriced,- 46.03,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,750.0
New Safir Apart Hotel,9040.2,9442.5,-402.3,Fair (Underpriced),+ 4.45,0,0,-1.0,0,0,0,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,400.0
Gvar Apart Hotel,3754.0,9318.1,-5564.1,Significantly Overpriced (Underpriced),+ 148.22,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0
Leslion Luxury Hotel,8318.1,9167.2,-849.1,Overpriced (Underpriced),+ 10.21,1,1,2.0,0,0,0,,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,750.0
Patara Evleri,10428.0,8353.5,2074.5,Overpriced,- 19.89,1,0,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Avena Resort Spa Hotel,12467.8,13455.8,-988.0,Slight Overpriced (Underpriced),+ 7.92,3,1,2.0,1,0,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,100.0
Doubletree By Hilton Alsancak,16200.0,9578.7,6621.3,Significantly Overpriced,- 40.87,1,1,2.0,1,0,1,,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,750.0
Modern Saraylar Halal Hotel Spa,15120.0,9624.8,5495.2,Significantly Overpriced,- 36.34,0,1,2.0,1,1,1,,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,750.0
Riva Hotel Alsancak,16297.2,10795.3,5501.9,Significantly Overpriced,- 33.76,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Ritim Apart Otel,9009.7,10157.6,-1147.9,Overpriced (Underpriced),+ 12.74,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200.0
Hakan Otel Bodrum,5466.8,12461.9,-6995.1,Significantly Overpriced (Underpriced),+ 127.96,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.0
Doubletree By Hilton Hotel İzmir Airport,16800.0,12569.8,4230.2,Significantly Overpriced,- 25.18,1,1,2.0,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0
Olympos Village Reluxury Hotel,10846.0,8735.4,2110.6,Overpriced,- 19.46,1,1,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,750.0
Blue Wave Suite Hotel,8160.0,12174.0,-4014.0,Significantly Overpriced (Underpriced),+ 49.19,4,0,2.0,2,0,1,,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,400.0
Dragut Point South Hotel,8860.8,12729.8,-3869.0,Significantly Overpriced (Underpriced),+ 43.66,1,0,2.0,1,0,1,,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0
Akra Hotel,22078.9,13503.5,8575.4,Significantly Overpriced,- 38.84,1,1,2.0,3,1,1,,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Rodinn Park Hotel,6120.0,11550.1,-5430.1,Significantly Overpriced (Underpriced),+ 88.73,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Saphir Hotel,23400.0,14275.8,9124.2,Significantly Overpriced,- 38.99,3,1,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.0
Helios Hotel,19000.0,9746.9,9253.1,Significantly Overpriced,- 48.7,1,0,2.0,1,0,0,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,600.0
Mira Otel Alsancak,10347.5,11816.6,-1469.1,Overpriced (Underpriced),+ 14.2,0,0,2.0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Elips Royal Hotel,8759.5,11834.2,-3074.7,Significantly Overpriced (Underpriced),+ 35.1,0,0,2.0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0
Mene City Hotel,17240.9,8270.0,8970.9,Significantly Overpriced,- 52.03,1,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,750.0
Sirena Apart Spa,8244.3,11010.1,-2765.8,Significantly Overpriced (Underpriced),+ 33.55,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sardunya Apart,6400.0,9404.4,-3004.4,Significantly Overpriced (Underpriced),+ 46.94,1,1,-1.0,1,0,0,,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,600.0
Mr Crane Hotel,15363.8,10391.6,4972.2,Significantly Overpriced,- 32.36,1,0,2.0,1,0,1,,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,500.0
Four Points By Sheraton İzmir Otel,16267.6,10524.7,5742.9,Significantly Overpriced,- 35.3,0,0,2.0,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,300.0
Premier İnn City Hotel Lara,5600.0,11057.0,-5457.0,Significantly Overpriced (Underpriced),+ 97.45,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
Sercan Apart Hotel,27808.0,11770.1,16037.9,Significantly Overpriced,- 57.67,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
Adalya Art Side Hotel,18017.2,14389.6,3627.6,Significantly Overpriced,- 20.13,5,5,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,300.0
Falcon Hotel,22272.0,14755.0,7517.0,Significantly Overpriced,- 33.75,5,1,2.0,1,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.0
Solt Suites Bodum,9246.1,11625.5,-2379.4,Significantly Overpriced (Underpriced),+ 25.73,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Selenya Butik Apart Otel,7786.2,11152.3,-3366.1,Significantly Overpriced (Underpriced),+ 43.23,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stile Suite Family Hotel,4800.0,8580.8,-3780.8,Significantly Overpriced (Underpriced),+ 78.77,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,600.0
Hotel Berke Ranch Nature,5680.3,9991.7,-4311.4,Significantly Overpriced (Underpriced),+ 75.9,2,1,2.0,1,0,0,,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,750.0
Muz Hotel,10924.2,12556.2,-1632.0,Overpriced (Underpriced),+ 14.94,1,0,2.0,1,0,0,,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.0
Fun And Sun Smart Hane Sun,10965.6,10398.3,567.3,Slight Overpriced,- 5.17,1,0,2.0,1,0,1,,6,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,600.0
Algora Halal Hotel,10530.0,12573.1,-2043.1,Overpriced (Underpriced),+ 19.4,2,0,2.0,3,0,0,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,200.0
Oranj Ranch Hotel,7980.0,8735.8,-755.8,Slight Overpriced (Underpriced),+ 9.47,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,750.0
Özcan Beach Hotel,8011.6,12371.6,-4360.0,Significantly Overpriced (Underpriced),+ 54.42,2,1,-1.0,1,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
Nagi Beach Hotel,8840.0,12432.7,-3592.7,Significantly Overpriced (Underpriced),+ 40.64,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
Tebriz Apart,12000.0,11756.7,243.3,Fair,- 2.03,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
Pasaport Pier Hotel,11970.0,12349.2,-379.2,Fair (Underpriced),+ 3.17,1,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Şahin Apart Otel,10000.0,10898.7,-898.7,Slight Overpriced (Underpriced),+ 8.99,1,0,-1.0,2,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Sunpark Garden Hotel,12513.6,9437.4,3076.2,Significantly Overpriced,- 24.58,1,1,-1.0,2,1,1,,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,750.0
Garden Park Beldibi Hotel,5200.0,11689.2,-6489.2,Significantly Overpriced (Underpriced),+ 124.79,1,0,2.0,1,0,0,,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,200.0
Rosy Hotel,4000.0,9038.3,-5038.3,Significantly Overpriced (Underpriced),+ 125.96,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,750.0
