otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Selimhan Otel Selimiye,15292.0,12193.9,3098.1,Significantly Overpriced,- 20.26,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
Pirate`s Beach Club,20790.0,15092.7,5697.3,Significantly Overpriced,- 27.4,6,3,2.0,4,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,200.0
Ramitos Hotel Turunç,19576.8,9699.7,9877.1,Significantly Overpriced,- 50.45,2,1,2.0,1,0,0,,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,750.0
Mio Mare Resort,7870.9,13006.0,-5135.1,Significantly Overpriced (Underpriced),+ 65.24,2,2,-1.0,1,0,1,,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0.0
Side Erenler Hotel,9000.0,11359.1,-2359.1,Significantly Overpriced (Underpriced),+ 26.21,1,1,-1.0,0,0,0,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,100.0
Club Paradiso,27900.0,12911.8,14988.2,Significantly Overpriced,- 53.72,8,2,2.0,3,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,750.0
Relax Beach Hotel,15300.0,12368.4,2931.6,Overpriced,- 19.16,0,1,2.0,1,0,0,,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0
Limak Lara Deluxe Hotel Resort,18707.2,16827.8,1879.4,Overpriced,- 10.05,8,4,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0.0
Adalya Resort Spa Adults Only,29907.3,15385.0,14522.3,Significantly Overpriced,- 48.56,5,3,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0.0
Side Güneş Pansiyon,6210.0,11550.1,-5340.1,Significantly Overpriced (Underpriced),+ 85.99,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Club Side Coast Hotel,29440.0,13042.4,16397.6,Significantly Overpriced,- 55.7,4,2,2.0,1,0,0,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,300.0
Rammos Managed By Dedeman,17660.6,12973.8,4686.8,Significantly Overpriced,- 26.54,1,2,2.0,1,0,1,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Xanadu Resort Hotel,26573.4,16612.6,9960.8,Significantly Overpriced,- 37.48,6,6,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0
Bitez Garden Life,9294.0,13496.8,-4202.8,Significantly Overpriced (Underpriced),+ 45.22,3,1,2.0,3,0,0,,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,100.0
Signature Alaçatı,15651.0,8418.7,7232.3,Significantly Overpriced,- 46.21,1,0,-1.0,1,0,1,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,750.0
Naturella Apart Hotel,34187.5,9255.5,24932.0,Significantly Overpriced,- 72.93,0,1,2.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,600.0
Sealine Suite Hotel,12240.0,11842.7,397.3,Fair,- 3.25,2,1,2.0,2,0,0,,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,300.0
Altis Resort Hotel Spa,27600.0,13370.4,14229.6,Significantly Overpriced,- 51.56,1,0,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.0
Limak Limra Hotel Resort,21000.0,15997.4,5002.6,Significantly Overpriced,- 23.82,4,5,2.0,4,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0.0
Regulus Gümbet Beach Resort,7102.0,11758.8,-4656.8,Significantly Overpriced (Underpriced),+ 65.57,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
Commodore Elite Suites Spa,33840.0,13003.8,20836.2,Significantly Overpriced,- 61.57,0,2,2.0,1,1,1,,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Astoria Beach Hotel,4656.9,11677.2,-7020.3,Significantly Overpriced (Underpriced),+ 150.75,1,0,-1.0,1,0,0,,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,50.0
Port Nature Luxury Resort Hotel Spa,24144.0,17071.7,7072.3,Significantly Overpriced,- 29.29,8,5,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0
Beach Club Doğanay,16976.4,14442.9,2533.5,Overpriced,- 14.92,4,1,2.0,2,1,1,,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.0
Lonicera Resort Spa Hotel,14560.0,17218.9,-2658.9,Overpriced (Underpriced),+ 18.26,11,1,2.0,4,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Side Beach Club,10276.0,11240.5,-964.5,Slight Overpriced (Underpriced),+ 9.39,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Rich Melissa Hotel,7752.0,8659.3,-907.3,Overpriced (Underpriced),+ 11.7,1,0,-1.0,1,0,1,,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,750.0
Selin Otel Spa Belek,6017.9,11971.0,-5953.1,Significantly Overpriced (Underpriced),+ 98.92,1,0,-1.0,1,0,0,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Kolibri Hotel,6967.2,11840.2,-4873.0,Significantly Overpriced (Underpriced),+ 69.94,1,0,2.0,1,0,0,,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,100.0
Diamond Hill Resort,12960.0,13144.5,-184.5,Fair (Underpriced),+ 1.42,1,1,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,50.0
Cornelia De Luxe Resort,32640.0,14039.9,18600.1,Significantly Overpriced,- 56.99,1,5,2.0,1,1,1,,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0.0
Malibu Resort Hotel,4171.2,11011.5,-6840.3,Significantly Overpriced (Underpriced),+ 163.99,1,0,2.0,1,0,0,,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,300.0
Elementa Boutique Hotel,17400.0,11583.3,5816.7,Significantly Overpriced,- 33.43,2,1,-1.0,1,0,0,,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,200.0
Hedef Beach Resort Spa,11400.0,13874.5,-2474.5,Significantly Overpriced (Underpriced),+ 21.71,5,0,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,100.0
Smart City Bodrum,4952.5,11338.7,-6386.2,Significantly Overpriced (Underpriced),+ 128.95,0,0,-1.0,0,0,0,,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0
Lrs Lake River Side Hotel Spa,15600.0,10950.3,4649.7,Significantly Overpriced,- 29.81,2,3,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,750.0
Silver Hotel,8268.8,10398.6,-2129.8,Significantly Overpriced (Underpriced),+ 25.76,1,0,2.0,2,0,0,,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,500.0
Olimpos Beach Hotel By Rrhr,10500.0,11646.9,-1146.9,Overpriced (Underpriced),+ 10.92,0,0,2.0,0,0,0,,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,50.0
Sisyphos Hotel Patara,5100.0,9007.3,-3907.3,Significantly Overpriced (Underpriced),+ 76.61,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,500.0
Side Amour Hotel,9750.0,9927.1,-177.1,Fair (Underpriced),+ 1.82,2,0,2.0,1,0,1,,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,750.0
Siesta Beach Apart Hotel,7920.0,12808.1,-4888.1,Significantly Overpriced (Underpriced),+ 61.72,2,0,2.0,2,0,0,,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0
Romance Beach Hotel,13230.0,12537.4,692.6,Slight Overpriced,- 5.24,1,0,2.0,1,0,1,,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0.0
Sofa Kaleiçi,12495.0,11550.1,944.9,Slight Overpriced,- 7.56,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hedef Resort Hotel Spa,10200.0,13334.9,-3134.9,Significantly Overpriced (Underpriced),+ 30.73,3,0,2.0,2,1,0,,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,100.0
Porto Bello Hotel Resort Spa,21600.0,14498.3,7101.7,Significantly Overpriced,- 32.88,4,1,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0.0
Lrs Port River Hotel Spa,15951.0,13802.4,2148.6,Overpriced,- 13.47,4,2,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,200.0
Crystal Admiral Resort Suites Spa,37440.0,16576.1,20863.9,Significantly Overpriced,- 55.73,6,4,2.0,5,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0
Sirene Luxury Bodrum,39281.0,13472.8,25808.2,Significantly Overpriced,- 65.7,2,1,2.0,2,1,1,,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0
Solis Beach Hotel,3400.0,9977.3,-6577.3,Significantly Overpriced (Underpriced),+ 193.45,1,0,2.0,2,0,0,,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,600.0
Sunrise Queen Luxury Resort Spa,27404.0,17455.6,9948.4,Significantly Overpriced,- 36.3,11,3,2.0,3,2,1,,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0.0
Spilos Gümüldür Hotel,4312.0,11009.9,-6697.9,Significantly Overpriced (Underpriced),+ 155.33,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,200.0
Sun Arzum Bungalow,7360.0,7783.8,-423.8,Slight Overpriced (Underpriced),+ 5.76,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,750.0
Soliport Hotel Spa Alaçatı,18360.0,10881.0,7479.0,Significantly Overpriced,- 40.74,1,0,-1.0,1,0,1,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Surga Alaçatı,26432.0,8807.1,17624.9,Significantly Overpriced,- 66.68,1,0,2.0,1,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,750.0
Suite Laguna Otel,20904.6,8050.1,12854.5,Significantly Overpriced,- 61.49,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,750.0
Holiday Park Resort Hotel,15300.0,14081.1,1218.9,Slight Overpriced,- 7.97,4,1,2.0,1,1,1,,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.0
Orange County Kemer,13650.0,13537.3,112.7,Fair,- 0.83,1,1,2.0,2,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0.0
Luna Blanca Resort Spa,22933.0,13614.1,9318.9,Significantly Overpriced,- 40.64,3,2,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,200.0
Crystal De Luxe Resort Spa,31200.0,15359.2,15840.8,Significantly Overpriced,- 50.77,4,3,2.0,3,2,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,1,1,1,50.0
Marvida Family Eco (Ex. Otium Family Eco Club),40096.0,11550.1,28545.9,Significantly Overpriced,- 71.19,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Radisson Blu Resort Spa Çeşme,43608.0,13822.1,29785.9,Significantly Overpriced,- 68.3,3,1,2.0,1,1,1,,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.0
Summer Rose Hotel,4915.2,8491.7,-3576.5,Significantly Overpriced (Underpriced),+ 72.76,0,0,2.0,0,0,0,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,750.0
Glamour Resort Spa,15377.5,12925.7,2451.8,Overpriced,- 15.94,3,2,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,300.0
Casa Nonna Bodrum,65696.3,13276.2,52420.1,Significantly Overpriced,- 79.79,2,1,2.0,1,0,1,,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Şenyıldız Hotel,15000.0,11624.1,3375.9,Significantly Overpriced,- 22.51,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sunny Hill Alya Hotel,12540.9,11839.6,701.3,Slight Overpriced,- 5.59,1,0,2.0,2,0,1,,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,200.0
Anjeliq Downtown Boutique Hotel,4860.0,12402.5,-7542.5,Significantly Overpriced (Underpriced),+ 155.2,1,1,2.0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0
Crystal Family Resort Spa,28500.0,16800.2,11699.8,Significantly Overpriced,- 41.05,6,4,2.0,5,2,1,,5,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,0.0
Rixos Downtown Antalya,34048.0,12761.7,21286.3,Significantly Overpriced,- 62.52,1,3,2.0,1,0,1,,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,200.0
Sunpoint Hotel Bodrum,6600.0,11593.7,-4993.7,Significantly Overpriced (Underpriced),+ 75.66,1,0,2.0,1,0,0,,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,200.0
Kırbıyık Resort Hotel,14600.0,14896.9,-296.9,Fair (Underpriced),+ 2.03,5,1,2.0,2,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0.0
Mediterra Art Hotel,10511.4,8729.4,1782.0,Overpriced,- 16.95,1,1,-1.0,1,0,0,,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,750.0
Surla Hotel,10500.0,12326.1,-1826.1,Overpriced (Underpriced),+ 17.39,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0
Güler Butik Hotel,3228.0,14942.5,-11714.5,Significantly Overpriced (Underpriced),+ 362.9,1,15,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,300.0
Orange County Belek,20160.0,13116.6,7043.4,Significantly Overpriced,- 34.94,1,1,2.0,1,1,1,,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0.0
İzmir Marriott,27057.8,13011.6,14046.2,Significantly Overpriced,- 51.91,1,2,2.0,1,1,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0
Surya Butik Hotel,22400.0,11248.5,11151.5,Significantly Overpriced,- 49.78,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
Meridia Beach Hotel,19400.0,14548.1,4851.9,Significantly Overpriced,- 25.01,6,1,2.0,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,100.0
Crystal Palace Luxury Resort Spa,9008.4,17811.6,-8803.2,Significantly Overpriced (Underpriced),+ 97.72,10,5,2.0,2,1,1,,4,1,1,1,1,1,1,1,1,1,1,1,0,4,0,1,1,0,1,1,0,0.0
Club Hotel Barbarossa Kaş,16957.5,13638.2,3319.3,Overpriced,- 19.57,3,1,2.0,2,0,0,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0.0
Swan Boutique Hotel +12,12179.9,11550.1,629.8,Slight Overpriced,- 5.17,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lonicera Premium Hotel,12941.1,13755.5,-814.4,Slight Overpriced (Underpriced),+ 6.29,4,0,2.0,1,1,1,,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0.0
Tal Beach Hotel,4710.2,11550.1,-6839.9,Significantly Overpriced (Underpriced),+ 145.21,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robinson Club Pamfilya,39155.2,13984.2,25171.0,Significantly Overpriced,- 64.29,3,1,2.0,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Cotton Boutique Hotel,8994.2,9156.5,-162.3,Fair (Underpriced),+ 1.8,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Şavk Hotel,9000.0,13093.3,-4093.3,Significantly Overpriced (Underpriced),+ 45.48,1,1,2.0,1,0,1,,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0.0
Ege Tulip Çeşme Deluxe Hotel,8092.0,9147.2,-1055.2,Overpriced (Underpriced),+ 13.04,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,750.0
The Abc Hotel,15729.6,11010.1,4719.5,Significantly Overpriced,- 30.0,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robinson Çamyuva,19140.0,14521.7,4618.3,Significantly Overpriced,- 24.13,4,2,2.0,1,0,1,,3,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0.0
Şirince Klaseas Hotel,22000.0,8496.2,13503.8,Significantly Overpriced,- 61.38,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,750.0
Crystal Prestige Elite,18720.0,15766.1,2953.9,Overpriced,- 15.78,5,4,2.0,5,2,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,100.0
Meryan Beach Hotel Spa,22120.0,14762.2,7357.8,Significantly Overpriced,- 33.26,5,0,2.0,2,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.0
The Beachfront Hotel,20088.0,12911.0,7177.0,Significantly Overpriced,- 35.73,1,1,2.0,1,0,1,,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.0
Temple Hotel,4586.4,11938.7,-7352.3,Significantly Overpriced (Underpriced),+ 160.31,1,1,2.0,1,0,0,,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,200.0
Klas More Beach Hotel,12000.0,13890.7,-1890.7,Overpriced (Underpriced),+ 15.76,3,1,2.0,2,0,1,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0.0
The Yalı Konak Hotel İzmir,10857.6,11914.9,-1057.3,Slight Overpriced (Underpriced),+ 9.74,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
The Hello Hotel,7088.6,11302.2,-4213.6,Significantly Overpriced (Underpriced),+ 59.44,1,0,-1.0,1,0,0,,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,100.0
Tangiers Hotel Yalıkavak,10500.0,11802.5,-1302.5,Overpriced (Underpriced),+ 12.4,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Golden Key Bördübet,15000.0,11828.8,3171.2,Significantly Overpriced,- 21.14,4,2,2.0,1,0,0,,2,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,500.0
The Rest Port Argento,23895.9,8914.2,14981.7,Significantly Overpriced,- 62.7,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,750.0
Saylam Suites,28480.0,8653.8,19826.2,Significantly Overpriced,- 69.61,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,750.0
The New Zeybek Hotel,5283.5,8341.7,-3058.2,Significantly Overpriced (Underpriced),+ 57.88,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Mirada Del Mar,35280.0,17172.6,18107.4,Significantly Overpriced,- 51.32,8,5,2.0,3,1,1,,3,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0.0
Villa Rustica Hotel,18000.0,10310.4,7689.6,Significantly Overpriced,- 42.72,0,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,300.0
Crystal Sunset Luxury,55440.0,15927.7,39512.3,Significantly Overpriced,- 71.27,13,6,2.0,4,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,750.0
Seven Seas Hotel Blue,21000.0,16600.3,4399.7,Significantly Overpriced,- 20.95,8,3,2.0,4,0,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0
Provence Mansion Alaçatı,11000.0,12509.7,-1509.7,Overpriced (Underpriced),+ 13.72,2,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Royal Atlantis Spa Resort,30450.0,16295.9,14154.1,Significantly Overpriced,- 46.48,7,4,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0.0
Port Side Resort Hotel,24912.3,13852.8,11059.5,Significantly Overpriced,- 44.39,3,1,2.0,1,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0
The Xon Hotel Çeşme,23400.0,8301.3,15098.7,Significantly Overpriced,- 64.52,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Tiny Town Kuyucak,16450.0,11440.9,5009.1,Significantly Overpriced,- 30.45,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100.0
Upperhouse Boutique Hotel,9200.0,11570.8,-2370.8,Significantly Overpriced (Underpriced),+ 25.77,1,0,2.0,0,0,0,,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,200.0
Toll Garden,9300.0,11972.6,-2672.6,Significantly Overpriced (Underpriced),+ 28.74,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0
Side Royal Palace Hotel Spa,29907.6,12894.5,17013.1,Significantly Overpriced,- 56.89,1,3,2.0,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,200.0
Crystal Waterworld Resort Spa,28050.0,20448.4,7601.6,Significantly Overpriced,- 27.1,13,11,2.0,4,2,1,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0
Tui Blue Angora Beach,19719.9,11408.0,8311.9,Significantly Overpriced,- 42.15,0,0,-1.0,1,0,1,,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,100.0
Nirvana Mediterranean Excellence,11137.5,21977.4,-10839.9,Significantly Overpriced (Underpriced),+ 97.33,16,8,2.0,12,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0
Wasa Hotel,8721.0,8738.4,-17.4,Fair (Underpriced),+ 0.2,1,1,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,750.0
Kosa Otel Çeşme,8500.0,11320.5,-2820.5,Significantly Overpriced (Underpriced),+ 33.18,1,1,-1.0,2,0,1,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,200.0
Radisson Collection Bodrum,27572.0,13390.3,14181.7,Significantly Overpriced,- 51.44,2,1,2.0,1,1,1,,2,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,50.0
Royal Holiday Palace,30450.0,17467.1,12982.9,Significantly Overpriced,- 42.64,9,6,2.0,2,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Zeybek Beach Hotel,3853.3,12122.5,-8269.2,Significantly Overpriced (Underpriced),+ 214.6,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Ramada By Wyndham Tire,14000.0,11915.2,2084.8,Overpriced,- 14.89,1,0,-1.0,1,1,0,,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.0
Zeynel Hotel,8700.0,11597.5,-2897.5,Significantly Overpriced (Underpriced),+ 33.3,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0
Alaçatı Bellezza Hotel,8128.4,9160.0,-1031.6,Overpriced (Underpriced),+ 12.69,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Anjeliq House Boutique Hotel,12524.4,12048.3,476.1,Fair,- 3.8,0,1,2.0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
Toscana Garden Bungalov,10800.0,11614.5,-814.5,Slight Overpriced (Underpriced),+ 7.54,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Raymar Resort Aqua,13440.0,14097.6,-657.6,Fair (Underpriced),+ 4.89,1,3,2.0,2,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0
